,Index,Topic,Title,article Id,Data-set,Sentence,C_Label,NA_Label,Mapped Claims,evidence_targets,Topic id
79,79,This house believes atheism is the only way,God Is Not Great,2250,train and test,"chapter eleven discusses how religions form , and claims that most religions are founded by corrupt , immoral individuals .",0,1,[],[],648.0
80,80,This house believes atheism is the only way,God Is Not Great,2250,train and test,"the chapter specifically discusses cargo cults , pentecostal minister marjoe gortner , and mormonism .",0,1,[],[],648.0
81,81,This house believes atheism is the only way,God Is Not Great,2250,train and test,"hitchens discusses joseph smith , the founder of mormonism , and illustrates negative aspects of his character and history .",0,1,[],[],648.0
82,82,This house believes atheism is the only way,God Is Not Great,2250,train and test,"chapter twelve discusses the termination of several religions , to illustrate that some religions are not everlasting , as they claim .",0,1,[],[],648.0
83,83,This house believes atheism is the only way,God Is Not Great,2250,train and test,the religions addressed include millerism and sabbatai sevi .,0,1,[],[],648.0
84,84,This house believes atheism is the only way,God Is Not Great,2250,train and test,"in chapter thirteen , hitchens addresses the question of whether religious people behave more virtuously than non-religious people ( atheists , agnostics , or freethinkers ) .",0,1,[],[],648.0
85,85,This house believes atheism is the only way,God Is Not Great,2250,train and test,"hitchens uses the battle against slavery in the united states , and abraham lincoln to support his claim that non-religious people battle for moral causes with as much vigor and effect as religious advocates .",0,1,[],[],648.0
86,86,This house believes atheism is the only way,God Is Not Great,2250,train and test,"hitchens dismisses buddhism and hinduism as conceits that seek to "" put their [ adherents ' ] reason to sleep .",0,1,[],[],648.0
87,87,This house believes atheism is the only way,God Is Not Great,2250,train and test,"and discard their minds "" in chapter fourteen , which focuses on maladaptive and immiserating hindu and buddhist feudalism and violence in tibet and sri lanka .",0,1,[],[],648.0
88,88,This house believes atheism is the only way,God Is Not Great,2250,train and test,"it touches on the lucrative careers of chandra mohan jain and sathyanarayana raju and details his observations of "" brisk fleecing "" , inane rituals , and unstable devotees witnessed during the author 's staged pilgrimage to a hindu ashram in pune , which was undertaken in support of a bbc documentary .",0,1,[],[],648.0
89,89,This house believes atheism is the only way,God Is Not Great,2250,train and test,"he seeks to answer the question of "" [ h ] ow might one easily prove that ' eastern ' faith was identical with the unverifiable assumptions of ' western ' religion ? """,0,1,[],[],648.0
90,90,This house believes atheism is the only way,God Is Not Great,2250,train and test,"chapter 15 discusses five aspects of religions that hitchens maintains are "" positively immoral "" : .",0,1,[],[],648.0
91,91,This house believes atheism is the only way,God Is Not Great,2250,train and test,presenting a false picture of the world to the credulous,0,1,[],[],648.0
92,92,This house believes atheism is the only way,God Is Not Great,2250,train and test,the doctrine of blood sacrifice to appease gods ( such as by the aztecs ),0,1,[],[],648.0
93,93,This house believes atheism is the only way,God Is Not Great,2250,train and test,the doctrine of atonement ( harming innocent people to atone for sins ),0,1,[],[],648.0
94,94,This house believes atheism is the only way,God Is Not Great,2250,train and test,the doctrine of eternal reward or eternal punishment,0,1,[],[],648.0
95,95,This house believes atheism is the only way,God Is Not Great,2250,train and test,the imposition of impossible tasks or rules ( including unhealthy views of sex ) .,0,1,[],[],648.0
96,96,This house believes atheism is the only way,God Is Not Great,2250,train and test,"in chapter sixteen , hitchens documents how religion has been used to cause harm to children .",0,1,[],[],648.0
97,97,This house believes atheism is the only way,God Is Not Great,2250,train and test,"he cites examples such as genital mutilation , circumcision , and imposition of fear of healthy sexual activities such as masturbation .",0,1,[],[],648.0
98,98,This house believes atheism is the only way,God Is Not Great,2250,train and test,he also criticizes the way that adults use religion to terrorize children .,0,1,[],[],648.0
99,99,This house believes atheism is the only way,God Is Not Great,2250,train and test,"chapter seventeen addresses the most common counter-argument that hitchens says he hears , namely that the most immoral acts in human history were performed by atheists like adolf hitler and joseph stalin .",1,0,['the most immoral acts in human history were performed by atheists'],[],648.0
100,100,This house believes atheism is the only way,God Is Not Great,2250,train and test,"hitchens begins by saying "" it is interesting that people of faith now seek defensively to say they are no worse than fascists or nazis or stalinists "" .",0,1,[],[],648.0
101,101,This house believes atheism is the only way,God Is Not Great,2250,train and test,"he goes on to analyze those examples of immorality , and shows that although the individual leaders may have been atheist or agnostic , that religion played a key role in these events , and religious people and religious leaders fully participated in the wars and crimes .",0,1,[],[],648.0
102,102,This house believes atheism is the only way,God Is Not Great,2250,train and test,"chapter eighteen discusses several important intellectuals , including socrates , albert einstein , voltaire , spinoza , thomas paine , charles darwin , and sir isaac newton .",0,1,[],[],648.0
103,103,This house believes atheism is the only way,God Is Not Great,2250,train and test,"hitchens claims that many of these people were atheists , agnostics , or pantheists , except for socrates and newton .",0,1,[],[],648.0
104,104,This house believes atheism is the only way,God Is Not Great,2250,train and test,hitchens says that religious advocates have attempted to misrepresent some of these icons as religious .,0,1,[],[],648.0
105,105,This house believes atheism is the only way,God Is Not Great,2250,train and test,hitchens describes how some of these individuals fought against the negative influences of religion .,0,1,[],[],648.0
106,106,This house believes atheism is the only way,God Is Not Great,2250,train and test,hitchens argues that the human race no longer needs religion to the extent it has in the past .,1,0,['the human race no longer needs religion'],[123],648.0
107,107,This house believes atheism is the only way,God Is Not Great,2250,train and test,he claims that the time has come for science and reason to take a more prominent role in the life of individuals and larger cultures .,0,1,[],[],648.0
108,108,This house believes atheism is the only way,God Is Not Great,2250,train and test,"he says that de-emphasizing religion will improve the quality of life of individuals , and assist the progress of civilization .",0,1,[],[],648.0
109,109,This house believes atheism is the only way,God Is Not Great,2250,train and test,it is in effect a rallying call to atheists to fight the theocratic encroachment on free society .,0,1,[],[],648.0
110,110,This house believes atheism is the only way,God Is Not Great,2250,train and test,"critic michael kinsley , in the new york times book review , lauded hitchens ' "" .",0,1,[],[],648.0
111,111,This house believes atheism is the only way,God Is Not Great,2250,train and test,"logical flourishes and conundrums , many of them entertaining to the nonbeliever .",0,1,[],[],648.0
112,112,This house believes atheism is the only way,God Is Not Great,2250,train and test,""" he concluded that "" hitchens has outfoxed the hitchens watchers by writing a serious and deeply felt book , totally consistent with his beliefs of a lifetime .",0,1,[],[],648.0
113,113,This house believes atheism is the only way,God Is Not Great,2250,train and test,"bruce desilva of the associated press wrote , .",0,1,[],[],648.0
114,114,This house believes atheism is the only way,God Is Not Great,2250,train and test,this time he 's outdone himself [ .,0,1,[],[],648.0
115,115,This house believes atheism is the only way,God Is Not Great,2250,train and test,"a spate of atheist screeds has arrived in the bookstores lately , but hitchens ' may be the best since bertrand russell 's why i am not a christian ( 1927 ) , laying out the essential arguments with force and precision [ .",0,1,[],[],648.0
116,116,This house believes atheism is the only way,God Is Not Great,2250,train and test,he makes his case in the elegant yet biting prose we have come to expect from him [ .,0,1,[],[],648.0
117,117,This house believes atheism is the only way,God Is Not Great,2250,train and test,"hitchens is the reincarnation of h. l. mencken , the penultimate social critic of the first half of the 20th century , who used words like gunshots and considered most americans ' boobs ' .",0,1,[],[],648.0
118,118,This house believes atheism is the only way,God Is Not Great,2250,train and test,"desilva goes on to opine that "" hitchens has nothing new to say , although it must be acknowledged that he says it exceptionally well . """,0,1,[],[],648.0
119,119,This house believes atheism is the only way,God Is Not Great,2250,train and test,"responding to hitchens 's claim that "" all attempts to reconcile faith with science and reason are consigned to failure and ridicule "" , peter berkowitz of the hoover institution ( with which hitchens had an official affiliation ) quotes a paleontologist that hitchens himself commended — stephen jay gould .",1,0,['all attempts to reconcile faith with science and reason are consigned to failure'],[],648.0
120,120,This house believes atheism is the only way,God Is Not Great,2250,train and test,"referencing a number of scientists with religious faith , gould wrote , "" either half my colleagues are enormously stupid , or else the science of darwinism is fully compatible with conventional religious beliefs — and equally compatible with atheism . """,0,1,[],[],648.0
121,121,This house believes atheism is the only way,God Is Not Great,2250,train and test,"[ ref ] for his part , ross douthat remarked that "" hitchens 's argument proceeds principally by anecdote , and at his best he is as convincing as that particular style allows , which is to say not terribly . """,0,1,[],[],648.0
122,122,This house believes atheism is the only way,God Is Not Great,2250,train and test,"in a lengthy critique of the book 's treatment of the bible and gospels , william j. hamblin , a professor of history at brigham young university , concluded :",0,1,[],[],648.0
123,123,This house believes atheism is the only way,God Is Not Great,2250,train and test,"daniel c. peterson , a professor of islamic studies and arabic at byu , attacked the accuracy of hitchens ' claims in a lengthy essay , concluding , "" the book .",0,1,[],[],648.0
124,124,This house believes atheism is the only way,God Is Not Great,2250,train and test,"is crammed to the bursting point with errors , and the striking thing about this is that the errors are always , always , in hitchens 's favor .",0,1,[],[],648.0
125,125,This house believes atheism is the only way,God Is Not Great,2250,train and test,there is not a disputed fact or a fact that struck me as questionable that i 've checked in hitchens 's book where it has not turned out that he 's wrong .,0,1,[],[],648.0
126,126,This house believes atheism is the only way,God Is Not Great,2250,train and test,every single time .,0,1,[],[],648.0
127,127,This house believes atheism is the only way,God Is Not Great,2250,train and test,the religious critic frank brennan described the book as an affirmation of hitchens ' marxist origins in contrast to his labeling by some critics as a neoconservative :,0,1,[],[],648.0
128,128,This house believes atheism is the only way,God Is Not Great,2250,train and test,"the book was published on may 1 , 2007 , and within a week had reached no. 2 on the amazon.com bestsellers list [ ref ] ( behind harry potter and the deathly hallows ) , and reached no. 1 on the new york times bestseller list in its third week [ ref ] .",0,1,[],[],648.0
129,129,This house believes atheism is the only way,Atheism,2224,train and test,"atheism is , in a broad sense , the rejection of belief in the existence of deities [ ref ] .",0,1,[],[],648.0
130,130,This house believes atheism is the only way,Atheism,2224,train and test,"in a narrower sense , atheism is specifically the position that there are no deities [ ref ] .",0,1,[],[],648.0
131,131,This house believes atheism is the only way,Atheism,2224,train and test,"most inclusively , atheism is simply the absence of belief that any deities exist [ ref ] .",0,1,[],[],648.0
132,132,This house believes atheism is the only way,Atheism,2224,train and test,"atheism is contrasted with theism , [ ref ] [ ref ]",0,1,[],[],648.0
133,133,This house believes atheism is the only way,Atheism,2224,train and test,which in its most general form is the belief that at least one deity exists [ ref ] .,0,1,[],[],648.0
134,134,This house believes atheism is the only way,Atheism,2224,train and test,"the term atheism originated from the greek ( atheos ) , meaning "" without god "" , used as a pejorative term applied to those thought to reject the gods worshipped by the larger society .",0,1,[],[],648.0
135,135,This house believes atheism is the only way,Atheism,2224,train and test,"with the spread of freethought , skeptical inquiry , and subsequent increase in criticism of religion , application of the term narrowed in scope .",0,1,[],[],648.0
136,136,This house believes atheism is the only way,Atheism,2224,train and test,"the first individuals to identify themselves using the word "" atheist "" lived in the 18th century [ ref ] .",0,1,[],[],648.0
137,137,This house believes atheism is the only way,Atheism,2224,train and test,"atheists tend to be skeptical of supernatural claims , citing a lack of empirical evidence .",0,1,[],[],648.0
138,138,This house believes atheism is the only way,Atheism,2224,train and test,"rationales for not believing in any deity include the problem of evil , the argument from inconsistent revelations , and the argument from nonbelief .",0,1,[],[],648.0
139,139,This house believes atheism is the only way,Atheism,2224,train and test,other arguments for atheism range from the philosophical to the social to the historical .,0,1,[],[],648.0
140,140,This house believes atheism is the only way,Atheism,2224,train and test,"although some atheists have adopted secular philosophies , [ ref ] [ ref ]",0,1,[],[],648.0
141,141,This house believes atheism is the only way,Atheism,2224,train and test,there is no one ideology or set of behaviors to which all atheists adhere [ ref ] .,0,1,[],[],648.0
142,142,This house believes atheism is the only way,Atheism,2224,train and test,"many atheists hold that atheism is a more parsimonious worldview than theism , and therefore the burden of proof lies not on the atheist to disprove the existence of god , but on the theist to provide a rationale for theism [ ref ] .",0,1,[],[],648.0
143,143,This house believes atheism is the only way,Atheism,2224,train and test,"although in western culture atheists are often irreligious , many consider themselves spiritual [ ref ] .",0,1,[],[],648.0
144,144,This house believes atheism is the only way,Atheism,2224,train and test,"philosophers such as georges bataille , slavoj žižek , [ ref ] alain de botton , [ ref ] and alexander bard & jan söderqvist [ ref ] have all argued that atheists should reclaim religion as an act of defiance against theism , precisely not to leave religion as an unwarranted monopoly to theists .",0,1,[],[],648.0
